pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
HD 3167 c,c,2.74,8.33,2.21,29.84622,548.0,,5286.0,0.835,0.877,,2016,Transit,K2,1,8.7401487,4.3807215,Neptune-like,2016+,False
COCONUTS-2 b,b,12.44196858,2002.3189641,,402000000.0,434.0,,3406.0,0.388,0.37,M3 V,2021,Imaging,NASA Infrared Telescope Facility (IRTF),0,117.300914,-76.702696,Gas Giant,2016+,False
HD 63433 b,b,2.15,,,7.10793,,,5640.0,0.912,0.99,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,117.4793699,27.3631342,Neptune-like,2016+,False
HD 63433 c,c,2.67,,,20.5453,,,5640.0,0.912,0.99,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,117.4793699,27.3631342,Neptune-like,2016+,False
HR 8799 c,c,13.0,3000.0,,69000.0,,,,,1.5,A5 V,2008,Imaging,Gemini Observatory,0,346.8701486,21.1340376,Gas Giant,Pre-2010,False
TOI-269 b,b,2.94204396,,,3.69771670923,533.84,19.1944,3607.0,0.397924,,,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,75.8462827,-54.1777213,Neptune-like,2016+,False
HD 3167 b,b,1.627,4.73,5.5,0.95965428,1777.0,,5300.0,0.871,0.852,,2016,Transit,K2,1,8.7401487,4.3807215,Super-Earth,2016+,False
HD 3167 c,c,2.923,10.67,2.35,29.8464948,565.0,,5300.0,0.871,0.852,,2016,Transit,K2,1,8.7401487,4.3807215,Neptune-like,2016+,False
HD 3167 b,b,1.67,4.97,5.6,0.959641,1774.0,1650.0,5261.0,0.88,0.837,,2016,Transit,K2,1,8.7401487,4.3807215,Super-Earth,2016+,False
HD 63433 c,c,2.71,,,20.5456,,,5710.0,0.934,0.994,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,117.4793699,27.3631342,Neptune-like,2016+,False
HIP 67522 b,b,9.38005266,,,6.9593972138,1096.06,341.0878,5854.0,1.33729,,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,207.526001,-40.8358961,Gas Giant,2016+,False
TOI-4201 b,b,13.67495645,788.21444936,1.82,3.5819194,725.0,45.2,3794.0,0.63,0.61,M1.0+/-0.5,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,90.4747237,-13.461371,Gas Giant,2016+,False
TOI-4201 b,b,12.66614819,816.81900599,2.21,3.5819134,750.0,53.0,3926.0,0.616,0.626,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,90.4747237,-13.461371,Gas Giant,2016+,False
Kepler-293 b,b,2.89,,,19.25405306,,,5547.0,0.92,0.94,,2014,Transit,Kepler,1,286.3580611,42.4064917,Neptune-like,2010–2015,False
K2-222 b,b,2.35,8.7,3.68,15.38857,871.0,96.0,5942.0,1.115,0.989,,2018,Transit,K2,1,16.4625203,11.7537171,Neptune-like,2016+,False
Kepler-549 d,d,3.65,,,24.61482073,565.0,24.01,5467.0,0.856,0.839,,2023,Transit,Kepler,1,283.0228527,47.2611431,Neptune-like,2016+,False
Kepler-395 b,b,0.78,,,7.05427318,450.0,9.66,3735.0,0.4,0.413,,2014,Transit,Kepler,1,293.5111889,45.1366252,Earth-like,2010–2015,False
Kepler-172 d,d,2.726,,,,,75.29,5613.0,1.063,,,2014,Transit,Kepler,1,283.3684093,41.821839,Neptune-like,2010–2015,False
Kepler-1515 b,b,9.33,,,214.3114164,390.0,5.49,6517.0,1.375,1.203,,2016,Transit,Kepler,1,290.9739057,48.1782059,Gas Giant,2016+,False
Kepler-1834 b,b,1.288,,,4.602996,,105.2,4835.0,0.719,0.746,,2021,Transit,Kepler,1,294.6646789,39.7838461,Super-Earth,2016+,False
Kepler-1162 b,b,1.94,,,,,12.245,5226.0,0.813,,,2016,Transit,Kepler,1,283.2920273,45.4339813,Super-Earth,2016+,False
Kepler-703 b,b,5.4,,,4.5835184,1027.0,,5796.0,0.87,0.98,,2016,Transit,Kepler,1,299.1868586,41.742699,Neptune-like,2016+,False
TOI-5126 b,b,4.40571,,,5.4589863,1247.0,402.195,6223.0,1.24,,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,151.6597827,18.6340631,Neptune-like,2016+,False
Kepler-1471 b,b,1.32,,,3.63899398,1153.0,418.3,5881.0,0.848,0.794,,2016,Transit,Kepler,1,289.6649171,50.0200612,Super-Earth,2016+,False
WASP-22 b,b,13.439591,196.10111,0.444,3.53273064,1502.0,,6153.0,1.255,1.249,,2010,Transit,SuperWASP,1,52.8180374,-23.8197924,Gas Giant,2010–2015,False
Kepler-1644 b,b,1.8,,,21.0907758,607.0,32.07,5722.0,0.821,0.856,,2016,Transit,Kepler,1,285.4750512,48.0348356,Super-Earth,2016+,False
Kepler-50 b,b,1.56,,,7.8128584,,,6280.0,1.59,1.28,,2012,Transit,Kepler,1,288.1009312,50.0336844,Super-Earth,2010–2015,False
Kepler-325 d,d,2.62,,,38.7149617,498.0,14.55,5445.0,0.937,0.919,,2014,Transit,Kepler,1,289.8354219,49.825607,Neptune-like,2010–2015,False
K2-5 b,b,2.4,,,5.7348462,,,4088.0,0.62,,,2015,Transit,K2,1,169.3034598,-1.8778254,Neptune-like,2010–2015,False
KOI-1257 b,b,10.54,460.83,2.1,86.647661,511.0,,5520.0,1.13,0.99,G5 V,2014,Transit,Kepler,1,291.2250888,44.9272918,Gas Giant,2010–2015,False
Kepler-82 e,e,2.3,,,5.902209,958.0,,5700.0,0.9,0.922,,2014,Transit,Kepler,1,292.8733696,42.9661583,Neptune-like,2010–2015,False
TOI-257 b,b,6.37909616,,,18.38770808538,972.38,211.2845,6382.7,1.76557,,,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,47.5172608,-50.8322632,Gas Giant,2016+,False
Kepler-1369 b,b,2.9,,,25.87333,660.0,,5987.0,1.07,1.0,,2016,Transit,Kepler,1,285.7972604,40.9361923,Neptune-like,2016+,False
Kepler-697 b,b,3.96,,,3.709870645,1056.0,294.23,5576.0,0.852,0.953,,2016,Transit,Kepler,1,283.8643937,41.3463859,Neptune-like,2016+,False
Kepler-1466 b,b,1.38,,,31.1750448,585.0,27.62,6086.0,0.921,1.003,,2016,Transit,Kepler,1,289.8312418,44.6098415,Super-Earth,2016+,False
WASP-47 b,b,12.3,,,4.159221,,534.0,5950.0,1.1,1.003,,2012,Transit,SuperWASP,1,331.203092,-12.019067,Gas Giant,2010–2015,False
Kepler-634 b,b,1.89,,,5.16950177,,,6075.0,1.24,1.03,,2016,Transit,Kepler,1,291.19509,40.7027352,Super-Earth,2016+,False
Kepler-1889 b,b,2.59,,,37.3037619,494.0,14.08,5641.0,0.817,0.853,,2021,Transit,Kepler,1,297.1992577,41.2264404,Neptune-like,2016+,False
KOI-1257 b,b,7.62,,,86.64763676,366.0,4.24,5321.0,0.858,0.779,,2014,Transit,Kepler,1,291.2250888,44.9272918,Gas Giant,2010–2015,False
Kepler-718 b,b,13.38,,,2.052349905,1495.0,1181.14,6015.0,1.051,1.143,,2016,Transit,Kepler,1,299.5618676,43.5035173,Gas Giant,2016+,False
Kepler-1668 b,b,4.3,,,15.43400996,721.0,63.79,5900.0,0.951,1.065,,2020,Transit,Kepler,1,297.3523076,46.0959309,Neptune-like,2016+,False
Kepler-289 b,b,2.67,,,34.5439452,607.0,32.02,5933.0,1.115,0.998,,2014,Transit,Kepler,1,297.4653351,42.8828517,Neptune-like,2010–2015,False
Kepler-1772 b,b,2.69,,,3.215106337,1779.0,2365.66,5779.0,2.142,1.098,,2021,Transit,Kepler,1,289.4381201,39.2703594,Neptune-like,2016+,False
Kepler-511 c,c,3.68,,,26.62946276,,101.6,5837.0,1.698,0.952,,2021,Transit,Kepler,1,282.9455384,47.5749181,Neptune-like,2016+,False
Kepler-684 b,b,3.36,,,6.770302008,,,5493.0,0.86,0.89,,2016,Transit,Kepler,1,290.8704935,38.2735978,Neptune-like,2016+,False
Kepler-393 b,b,1.29,,,9.182417,,,6189.0,1.382,,,2014,Transit,Kepler,1,290.995205,45.192188,Super-Earth,2010–2015,False
Kepler-447 b,b,6.2,,,7.7942995,880.0,,5600.0,0.94,0.875,,2015,Transit,Kepler,1,285.2685283,48.5598835,Gas Giant,2010–2015,False
Kepler-202 b,b,1.53,,,4.069425638,802.0,97.72,4671.0,0.68,0.75,,2014,Transit,Kepler,1,282.9734874,41.3217991,Super-Earth,2010–2015,False
Kepler-42 b,b,0.962,,,,,24.541,3241.0,0.189,0.143,,2011,Transit,Kepler,1,292.2196,44.6173667,Earth-like,2010–2015,False
Kepler-1499 b,b,1.187,,,,,7.371,5042.0,0.783,,,2016,Transit,Kepler,1,283.986348,41.6505091,Earth-like,2016+,False
HD 63454 b,b,12.31,,,2.818049,,,4840.0,1.05,0.84,,2005,Radial Velocity,La Silla Observatory,0,114.8406393,-78.2791464,Gas Giant,Pre-2010,False
Kepler-908 b,b,1.07,,,1.340597468,1692.0,1939.72,5977.0,1.022,1.133,,2016,Transit,Kepler,1,295.3225434,39.3764624,Earth-like,2016+,False
Kepler-60 d,d,1.76,,,11.8984932,1013.0,249.12,6200.0,1.448,1.105,,2012,Transit,Kepler,1,288.9612535,42.2650472,Super-Earth,2010–2015,False
Kepler-116 b,b,3.43,,,5.968717469,,,6187.0,1.43,1.21,,2014,Transit,Kepler,1,294.7420605,43.5367842,Neptune-like,2010–2015,False
TOI-654.01,b,2.37126,,,1.5275657,748.54,53.3454,3433.0,0.43,0.531219,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,164.7245509,-5.5475446,Neptune-like,2016+,False
WASP-133 b,b,13.56289,368.6828,0.88,2.176423,1790.0,,5700.0,1.44,1.16,G4,2016,Transit,SuperWASP-South,1,314.5754375,-35.7966224,Gas Giant,2016+,False
Kepler-68 b,b,2.31,8.3,3.32,5.398763,1280.0,,5793.0,1.243,1.079,,2013,Transit,Kepler,1,291.0323102,49.0402129,Neptune-like,2010–2015,False
Kepler-181 b,b,1.371,,,3.137848829,,247.5,5120.0,0.784,0.81,,2014,Transit,Kepler,1,296.1512831,50.0957806,Super-Earth,2010–2015,False
KELT-15 b,b,19.50366,416.3573,,3.32944,,,6003.0,1.78,2.06,,2016,Transit,KELT-South,1,117.4149764,-52.1204471,Gas Giant,2016+,False
Kepler-188 b,b,1.84,,,2.06187,1571.0,,6008.0,1.12,1.01,,2014,Transit,Kepler,1,281.2797173,44.3154743,Super-Earth,2010–2015,False
K2-230 b,b,1.93420564,,,2.860636,,,6002.0,1.181244,1.1312,,2018,Transit,K2,1,191.363117,-6.576051,Super-Earth,2016+,False
Kepler-1077 b,b,2.64,,,34.3511874,576.0,26.1,6091.0,0.967,1.045,,2016,Transit,Kepler,1,291.0336333,42.2678448,Neptune-like,2016+,False
Kepler-1800 b,b,0.852,,,4.56204856,,242.0,5330.0,0.932,0.848,,2021,Transit,Kepler,1,297.6513317,40.3524154,Earth-like,2016+,False
Kepler-1005 b,b,1.52,,,6.49801525,1027.0,262.88,5718.0,1.099,0.921,,2016,Transit,Kepler,1,286.2858998,43.3205085,Super-Earth,2016+,False
TOI-3984 A b,b,7.17236,,,4.3533211,548.0,14.9972,3422.0,0.46,,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,226.3371468,36.7869747,Gas Giant,2016+,False
Kepler-1890 b,b,0.84,,,4.82052932,1350.0,784.69,6483.0,1.31,1.164,,2021,Transit,Kepler,1,292.5778203,40.6679032,Earth-like,2016+,False
K2-139 b,b,9.26802368,,,28.382071,,,5425.0,0.872288,0.948628,,2017,Transit,K2,1,289.066707,-17.9107147,Gas Giant,2016+,False
Kepler-1892 b,b,1.48,,,6.3312784,821.0,107.2,5376.0,0.758,0.849,,2021,Transit,Kepler,1,299.081007,42.0180957,Super-Earth,2016+,False
Kepler-1586 b,b,1.95,,,15.6049212,1109.0,357.25,6245.0,2.106,1.201,,2016,Transit,Kepler,1,298.2026236,44.9258585,Super-Earth,2016+,False
Kepler-183 b,b,2.19,,,5.6879831,1004.0,239.99,5888.0,0.944,1.037,,2014,Transit,Kepler,1,293.5308112,39.3159329,Neptune-like,2010–2015,False
HD 21520 b,b,2.697,17.7,1.35,25.1292,637.0,,5871.0,1.044,1.09,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,51.6403449,-43.6136649,Neptune-like,2016+,False
Kepler-132 b,b,1.22,,,6.178165,1033.0,,5925.0,1.03,0.982,,2014,Transit,Kepler,1,283.23581,41.343037,Earth-like,2010–2015,False
KELT-6 b,b,13.372,136.661,0.311,7.8457,1313.0,,6102.0,1.58,1.085,F8,2014,Transit,KELT,1,195.9818362,30.640145,Gas Giant,2010–2015,False
Kepler-1722 b,b,2.2,,,9.178475,755.0,,5506.0,0.8,0.895,,2021,Transit,Kepler,1,296.6627402,41.2611985,Neptune-like,2016+,False
Kepler-209 b,b,2.29,,,16.08786478,,,5562.0,0.92,0.95,,2014,Transit,Kepler,1,291.1694567,42.6407281,Neptune-like,2010–2015,False
Kepler-690 b,b,5.95,,,7.748094374,,,5913.0,1.16,1.11,,2016,Transit,Kepler,1,294.4899225,39.7714758,Neptune-like,2016+,False
Kepler-280 c,c,1.84,,,4.807099588,1004.0,239.83,5741.0,0.856,0.934,,2014,Transit,Kepler,1,291.3905325,42.1804735,Super-Earth,2010–2015,False
TOI-1836 b,b,8.00321222,38.45723725,0.41,20.380799,966.0,,6380.0,1.577,1.307,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,245.9079242,54.6900774,Gas Giant,2016+,False
K2-21 c,c,1.53,,,15.50116,,5.09,4006.0,0.46,0.523,,2015,Transit,K2,1,340.3037846,-14.4893256,Super-Earth,2010–2015,False
Kepler-301 c,c,1.38,,,5.41908491,989.0,225.71,5814.0,0.881,0.944,,2014,Transit,Kepler,1,283.982904,49.2329512,Super-Earth,2010–2015,False
Kepler-107 e,e,3.07,,,14.74913518,875.0,138.71,5851.0,1.411,1.142,,2014,Transit,Kepler,1,297.028162,48.2086019,Neptune-like,2010–2015,False
Kepler-1509 b,b,1.91,,,25.4338197,653.0,42.87,6077.0,1.027,1.068,,2016,Transit,Kepler,1,283.7977792,46.9310139,Super-Earth,2016+,False
WASP-11 b,b,11.265,154.777,0.594,3.7224747,,,4980.0,0.79,0.83,,2008,Transit,SuperWASP,1,47.3689472,30.6733817,Gas Giant,Pre-2010,False
Kepler-568 b,b,2.11,,,11.02347475,418.0,7.23,3744.0,0.5,0.52,,2016,Transit,Kepler,1,298.1061315,48.4016448,Neptune-like,2016+,False
WASP-15 b,b,15.457211,175.12433,,3.7521,,,6300.0,1.44,1.18,F7,2009,Transit,SuperWASP,1,208.9280111,-32.1597118,Gas Giant,Pre-2010,False
Kepler-99 b,b,1.812,,,4.603578042,,105.0,4852.0,0.737,0.82,,2014,Transit,Kepler,1,297.3539994,41.3000452,Super-Earth,2010–2015,False
Kepler-85 c,c,2.14,20.9,,12.513,,,,0.872,0.97,,2012,Transit,Kepler,1,290.9734395,45.2902761,Neptune-like,2010–2015,False
K2-3 b,b,2.078,5.11,3.11,10.0546535,501.3,10.5,3844.0,0.546,0.549,M V,2015,Transit,K2,1,172.3353708,-1.4551364,Neptune-like,2010–2015,False
Kepler-1898 b,b,0.93353523,,,4.765620232,,,5702.0,1.125,0.837,,2021,Transit,Kepler,1,287.2058009,38.4981903,Earth-like,2016+,False
Kepler-1272 b,b,2.41,,,51.1309704,542.0,20.38,6071.0,1.107,1.005,,2016,Transit,Kepler,1,285.2197605,38.8058393,Neptune-like,2016+,False
Kepler-675 b,b,2.38,,,2.33743801,1054.0,291.62,4989.0,0.727,0.778,,2016,Transit,Kepler,1,293.8334488,50.2303479,Neptune-like,2016+,False
Kepler-454 b,b,1.88,,,10.573757029,,,5767.0,1.07,1.06,,2015,Transit,Kepler,1,287.4786474,38.2290751,Super-Earth,2010–2015,False
K2-240 b,b,2.0,,,6.034,586.0,,3810.0,0.54,0.58,M0.5 V,2018,Transit,K2,1,227.849371,-17.8754464,Neptune-like,2016+,False
Kepler-1536 b,b,2.98,,,364.758031,166.0,0.18,4386.0,0.63,0.616,,2016,Transit,Kepler,1,291.5852554,45.7158742,Neptune-like,2016+,False
HATS-11 b,b,16.6459863,,,3.61887686846,1443.92,1027.296,5871.0,1.46198,,,2016,Transit,HATSouth,1,289.4007603,-22.3900092,Gas Giant,2016+,False
HAT-P-18 b,b,11.153,62.61,0.25,5.508023,852.0,,4803.0,0.749,0.77,K2,2010,Transit,HATNet,1,256.346376,33.0123251,Gas Giant,2010–2015,False
Kepler-1248 b,b,1.04,,,7.46718958,1035.0,271.25,6161.0,1.169,1.251,,2016,Transit,Kepler,1,288.0592191,51.3544564,Earth-like,2016+,False
Kepler-1514 b,b,22.02,,,217.8317626,497.0,14.38,6382.0,2.274,1.093,,2016,Transit,Kepler,1,292.6274943,37.8601653,Gas Giant,2016+,False
Kepler-1886 b,b,2.58158428,,,24.2758007,,,5745.0,0.837,0.928,,2021,Transit,Kepler,1,296.2645118,39.4059745,Neptune-like,2016+,False
K2-117 c,c,2.1,,,5.443984,,,,0.52,,,2017,Transit,K2,1,133.8557342,10.4692176,Neptune-like,2016+,False
K2-343 c,c,2.44,,,7.67689,,,,0.507,,,2021,Transit,K2,1,134.2021746,21.5026882,Neptune-like,2016+,False
Kepler-887 b,b,1.915,,,,,109.842,6207.0,1.394,,,2016,Transit,Kepler,1,290.0907893,39.8169085,Super-Earth,2016+,False
Kepler-412 b,b,13.5,,,1.720861324,,,5858.0,1.21,1.08,,2014,Transit,Kepler,1,286.1103053,43.6809612,Gas Giant,2010–2015,False
Kepler-392 b,b,1.2,,,5.341788,1364.0,,6482.0,1.46,1.23,,2014,Transit,Kepler,1,288.660826,43.3681938,Earth-like,2010–2015,False
TOI-1470 c,c,2.47,7.24,2.66,18.08816,373.0,3.35,3709.0,0.469,0.471,M1.5 V,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,10.0891431,61.2133868,Neptune-like,2016+,False
Kepler-132 b,b,1.22,,,6.17817366,1082.0,324.69,5931.0,1.101,0.929,,2014,Transit,Kepler,1,283.23581,41.343037,Earth-like,2010–2015,False
WASP-118 b,b,15.625346,165.2716,0.256,4.0460407,1753.0,,,1.754,1.319,,2016,Transit,SuperWASP,1,19.5505861,2.7027847,Gas Giant,2016+,False
Kepler-1807 b,b,2.14,,,10.86060638,1108.0,356.24,6455.0,1.496,1.087,,2021,Transit,Kepler,1,291.5494119,44.5272788,Neptune-like,2016+,False
Kepler-524 c,c,1.03,,,1.88897906,1717.0,2056.09,6049.0,1.251,1.031,,2016,Transit,Kepler,1,296.8591787,49.1620125,Earth-like,2016+,False
Kepler-1146 b,b,1.35,,,2.352265797,1027.0,262.82,4816.0,0.757,0.82,,2016,Transit,Kepler,1,286.716712,47.425658,Super-Earth,2016+,False
Kepler-1094 b,b,3.059,,,,,10.336,5779.0,1.165,,,2016,Transit,Kepler,1,292.3012109,38.2669983,Neptune-like,2016+,False
Kepler-79 b,b,2.73,,,13.48458665,850.0,123.31,6388.0,1.037,1.084,,2012,Transit,Kepler,1,300.5171067,44.3815508,Neptune-like,2010–2015,False
Kepler-223 e,e,48.785,,,19.7240891,,111.6,5697.0,1.574,1.041,,2014,Transit,Kepler,1,298.3183909,47.2794824,Gas Giant,2010–2015,False
Kepler-280 c,c,2.04,,,4.807099588,,,5657.0,0.93,0.96,,2014,Transit,Kepler,1,291.3905325,42.1804735,Neptune-like,2010–2015,False
Kepler-1218 b,b,1.36,,,22.9221266,684.0,51.7,5897.0,1.081,0.97,,2016,Transit,Kepler,1,291.5788505,44.5316825,Super-Earth,2016+,False
Kepler-1630 b,b,2.62,,,509.997402,182.0,0.26,5037.0,0.756,0.724,,2016,Transit,Kepler,1,297.5083004,43.7110543,Neptune-like,2016+,False
Kepler-1828 b,b,1.74,,,10.27377201,774.0,84.84,5718.0,0.856,0.943,,2021,Transit,Kepler,1,292.4275963,37.3207616,Super-Earth,2016+,False
Kepler-1347 b,b,0.99,,,14.00947528,617.0,34.32,5153.0,0.767,0.763,,2016,Transit,Kepler,1,299.6595903,40.8438526,Earth-like,2016+,False
Kepler-32 b,b,2.25,9.4,,5.901,,,,0.529,0.566,,2011,Transit,Kepler,1,297.8423073,46.5743595,Neptune-like,2010–2015,False
WASP-164 b,b,12.643752,676.9779,1.96,1.7771255,1610.0,,5806.0,0.932,0.946,G2 V,2018,Transit,SuperWASP-South,1,344.8735878,-60.4478194,Gas Giant,2016+,False
K2-24 c,c,7.5,15.4,0.2,42.3391,,,5625.0,1.16,1.07,,2016,Transit,K2,1,242.5734559,-24.9906029,Gas Giant,2016+,False
Kepler-1576 b,b,1.04,,,6.98471973,,,5876.0,1.06,1.05,,2016,Transit,Kepler,1,289.0739641,40.3660239,Earth-like,2016+,False
Kepler-55 e,e,1.55,,,4.617534,,,4503.0,0.619,,,2014,Transit,Kepler,1,285.1683291,44.0264898,Super-Earth,2010–2015,False
Kepler-1748 b,b,3.3,,,5.823445,923.0,,5542.0,0.91,1.03,,2021,Transit,Kepler,1,285.967897,45.7390789,Neptune-like,2016+,False
Kepler-357 c,c,2.179,,,,,19.404,4935.0,0.719,,,2014,Transit,Kepler,1,291.2429746,44.0086337,Neptune-like,2010–2015,False
Kepler-745 b,b,1.92,,,9.93143556,824.0,109.11,5880.0,0.917,1.01,,2016,Transit,Kepler,1,291.4994412,37.0592571,Super-Earth,2016+,False
Kepler-32 d,d,2.5,,,22.78076945,,,3903.0,0.54,0.57,,2012,Transit,Kepler,1,297.8423073,46.5743595,Neptune-like,2010–2015,False
K2-331 c,c,2.5,,,22.99592,,,6010.0,1.043,,,2021,Transit,K2,1,132.7376431,13.170269,Neptune-like,2016+,False
Kepler-149 c,c,1.66,,,55.3285813,429.0,7.99,5529.0,0.832,0.848,,2014,Transit,Kepler,1,285.8537014,38.3840916,Super-Earth,2010–2015,False
K2-203 b,b,1.37,,,9.6897,,,,0.776,,,2018,Transit,K2,1,12.7736909,-1.1958844,Super-Earth,2016+,False
WASP-160 B b,b,12.21781,88.35674,0.284,3.7684952,1119.0,,5298.0,0.868,0.87,K0 V,2018,Transit,SuperWASP-South,1,87.679561,-27.6233218,Gas Giant,2016+,False
Kepler-60 d,d,1.76,,,11.8984932,1013.0,249.12,6200.0,1.448,1.105,,2012,Transit,Kepler,1,288.9612535,42.2650472,Super-Earth,2010–2015,False
Kepler-248 c,c,4.14,,,16.23947096,598.0,30.14,5191.0,0.837,0.937,,2014,Transit,Kepler,1,293.0613138,43.5813577,Neptune-like,2010–2015,False
Kepler-1438 b,b,0.88,,,2.319426,1230.0,,5529.0,0.84,0.88,,2016,Transit,Kepler,1,289.289819,40.6816262,Earth-like,2016+,False
Kepler-105 c,c,1.91,,,7.125967,1182.0,,6398.0,1.35,1.18,,2014,Transit,Kepler,1,287.8872376,46.2761224,Super-Earth,2010–2015,False
Kepler-716 c,c,1.78,,,3.96996298,992.0,229.37,5121.0,0.888,0.822,,2020,Transit,Kepler,1,290.3931809,43.3638577,Super-Earth,2016+,False
Kepler-259 c,c,2.71,,,36.9249531,530.0,18.7,5926.0,0.887,0.978,,2014,Transit,Kepler,1,288.2119707,46.6150461,Neptune-like,2010–2015,False
K2-19 b,b,6.59307857,,,7.9177855286,782.72,88.7066,5322.0,0.840476,,,2015,Transit,K2,1,174.9602543,0.603596,Gas Giant,2010–2015,False
Kepler-415 b,b,1.61,,,4.17634525,758.0,77.85,4523.0,0.643,0.674,,2014,Transit Timing Variations,Kepler,1,293.8045041,38.6390517,Super-Earth,2010–2015,False
Kepler-1470 b,b,1.15,,,16.2951259,574.0,25.59,4915.0,0.812,0.781,,2016,Transit,Kepler,1,288.6949475,39.8830802,Earth-like,2016+,False
Kepler-31 d,d,3.9,2161.244,,87.6451,,,6340.0,1.22,1.21,,2014,Transit,Kepler,1,294.0230229,45.8530535,Neptune-like,2010–2015,False
Kepler-109 c,c,2.65,8.2,2.4,21.22265,859.0,91.0,5950.0,1.387,1.094,,2014,Transit,Kepler,1,290.3926795,40.2849074,Neptune-like,2010–2015,False
WASP-47 d,d,3.567,14.2,1.72,9.03055,,,5552.0,1.137,1.04,,2015,Transit,K2,1,331.203092,-12.019067,Neptune-like,2010–2015,False
Kepler-1825 b,b,1.35,,,1.025857703,1468.0,1098.5,5035.0,0.791,0.754,,2021,Transit,Kepler,1,292.5140647,42.6517554,Super-Earth,2016+,False
Kepler-431 c,c,0.72,,,8.70312154,945.0,188.7,6006.0,1.082,1.081,,2015,Transit,Kepler,1,281.1123072,43.2277663,Earth-like,2010–2015,False
Kepler-534 c,c,1.06,,,7.37862283,932.0,178.68,5936.0,0.965,1.075,,2021,Transit,Kepler,1,296.4185696,49.540148,Earth-like,2016+,False
Kepler-147 b,b,1.33,,,12.6119685,953.0,194.9,6007.0,1.42,1.108,,2014,Transit,Kepler,1,287.9757213,39.087168,Super-Earth,2010–2015,False
Kepler-562 b,b,5.12,,,18.009314436,658.0,44.29,5815.0,0.877,0.973,,2016,Transit,Kepler,1,290.1196007,46.2737393,Neptune-like,2016+,False
Kepler-607 c,c,2.76001201,,,39.67679977,,,5244.0,0.888,0.808,,2021,Transit,Kepler,1,291.0571451,44.632306,Neptune-like,2016+,False
Kepler-351 b,b,2.74,,,37.0548569,497.0,14.42,5646.0,0.841,0.914,,2014,Transit,Kepler,1,286.4527949,42.6577891,Neptune-like,2010–2015,False
Kepler-1284 b,b,1.21,,,0.664073806,,,5123.0,0.79,0.84,,2016,Transit,Kepler,1,291.2789549,47.6875766,Earth-like,2016+,False
Kepler-1728 b,b,2.5,,,4.783002698,886.0,145.48,5170.0,0.807,0.891,,2021,Transit,Kepler,1,287.0940046,39.0607801,Neptune-like,2016+,False
Kepler-877 b,b,2.3,,,18.45847097,615.0,33.86,5413.0,0.865,0.865,,2016,Transit,Kepler,1,289.8591023,46.5227429,Neptune-like,2016+,False
K2-389 b,b,2.118,,,8.583566,,,5782.0,1.084,0.802,G3,2022,Transit,K2,1,355.6304152,-9.7135814,Neptune-like,2016+,False
EPIC 220674823 b,b,1.87,8.03,7.3,0.571282,2115.0,4740.0,5496.0,0.995,0.91,,2016,Transit,K2,1,13.0800239,10.7947051,Super-Earth,2016+,False
Kepler-58 b,b,3.1,,,10.21866016,920.0,169.13,6100.0,1.083,1.017,,2012,Transit,Kepler,1,296.3586251,39.1152033,Neptune-like,2010–2015,False
Kepler-1491 b,b,1.39,,,16.5861762,695.0,55.08,5880.0,0.917,1.01,,2016,Transit,Kepler,1,293.6297645,45.7406293,Super-Earth,2016+,False
Kepler-951 b,b,5.105,,,,,2.472,4850.0,0.689,,,2016,Transit,Kepler,1,287.7375794,38.1146488,Neptune-like,2016+,False
K2-19 d,d,1.11,10.0,40.0,2.5081,1142.0,404.0,5322.0,0.82,0.88,,2016,Transit,K2,1,174.9602543,0.603596,Earth-like,2016+,False
Kepler-400 b,b,1.76,,,9.024391,965.0,,6062.0,1.12,1.03,,2014,Transit,Kepler,1,290.9444679,40.4800528,Super-Earth,2010–2015,False
Kepler-271 d,d,0.71,,,5.24972541,978.0,216.24,5516.0,0.895,0.82,,2016,Transit,Kepler,1,283.0029316,44.284108,Earth-like,2016+,False
Kepler-1335 b,b,1.61,,,6.26406846,809.0,101.27,5032.0,0.817,0.789,,2016,Transit,Kepler,1,284.8384394,42.0703371,Super-Earth,2016+,False
Kepler-460 c,c,6.1,,,220.1303357,389.0,5.4,6340.0,1.393,1.031,,2016,Transit,Kepler,1,288.4749028,40.6512848,Gas Giant,2016+,False
